length	gccontent
TRAJ59	54	0.444444444444444
TRAJ9	61	0.377049180327869
TRAK1	10992	0.495451237263464
TRAK2	7451	0.409877868742451
TRAM1	2887	0.43609282992726
TRAM1L1	2019	0.408122833085686
TRAM2	6908	0.495946728430805
TRAM2-AS1	664	0.493975903614458
TRANK1	11184	0.498390557939914
TRAP1	2204	0.583484573502722
TRAPPC1	818	0.579462102689487
TRAPPC10	12588	0.494756911344137
TRAPPC11	5839	0.408974139407433
TRAPPC12	9193	0.542804307625367
TRAPPC12-AS1	908	0.52863436123348
TRAPPC13	6599	0.347476890437945
TRAPPC2L	2164	0.574399260628466
TRAPPC3	3313	0.504980380319952
TRAPPC4	1257	0.521081941129674
TRAPPC5	850	0.695294117647059
TRAPPC6A	794	0.633501259445844
TRAPPC6B	4533	0.369291859695566
TRAPPC8	6276	0.409177820267686
TRAPPC9	34988	0.517463130216074
TRAT1	2528	0.336629746835443
TRAV34	337	0.465875370919881
TRBC2	758	0.551451187335092
TRBJ2-1	50	0.6
TRBJ2-2P	46	0.695652173913043
TRBJ2-3	49	0.591836734693878
TRBJ2-4	50	0.6
TRBJ2-5	48	0.666666666666667
TRBV25-1	381	0.488188976377953
TRDC	464	0.405172413793103
TRDMT1	10578	0.38835318585744
TREH	1944	0.573559670781893
TREM1	920	0.507608695652174
TREML1	1326	0.547511312217195
TREML2	3765	0.552191235059761
TREML3P	1404	0.527777777777778
TREML4	2809	0.471698113207547
TRERF1	7378	0.507047980482516
TRERNA1	462	0.536796536796537
TREX1	1929	0.626749611197512
TRGV3	537	0.506517690875233
TRGV4	688	0.536337209302326
TRGV5	552	0.507246376811594
TRGV5P	354	0.483050847457627
TRGV7	353	0.475920679886686
TRGV8	468	0.487179487179487
TRGVA	285	0.575438596491228
TRH	1978	0.613751263902932
TRIAP1	547	0.438756855575868
TRIB1	4138	0.522957950700822
TRIB2	4588	0.506102877070619
TRIB3	2948	0.608887381275441
TRIM11	4681	0.604785302285836
TRIM13	6994	0.411066628538747
TRIM14	5047	0.528036457301367
TRIM16	3560	0.496348314606742
TRIM16L	2752	0.510174418604651
TRIM17	3487	0.598795526240321
TRIM2	9335	0.416282806641671
TRIM21	1898	0.516332982086407
TRIM22	5381	0.41795205352165
TRIM23	4807	0.373205741626794
TRIM24	9962	0.422907046777755
TRIM25	5744	0.511142061281337
TRIM28	2959	0.637039540385265
TRIM29	3149	0.585265163543982
TRIM3	3290	0.601823708206687
TRIM32	3786	0.482039091389329
TRIM33	9574	0.385941090453311
TRIM35	4381	0.524766035151792
TRIM36	5310	0.413182674199623
TRIM37	4218	0.425082977714557
TRIM38	3255	0.448233486943164
TRIM4	4797	0.452157598499062
TRIM41	12237	0.521533055487456
TRIM42	2539	0.525403702244978
TRIM44	4337	0.468526631311967
TRIM45	4368	0.540521978021978
TRIM46	4449	0.607777028545741
TRIM47	2261	0.665192392746572
TRIM5	4839	0.440793552386857
TRIM52	3148	0.487611181702668
TRIM52-AS1	947	0.506863780359028
TRIM54	2630	0.573384030418251
TRIM55	3095	0.451050080775444
TRIM56	3942	0.612125824454592
TRIM58	3225	0.493643410852713
TRIM59	3527	0.405727246952084
TRIM6	2834	0.4227240649259
TRIM60P18	828	0.371980676328502
TRIM61	1057	0.444654683065279
TRIM62	3841	0.60088518614944
TRIM63	2573	0.525845316750874
TRIM65	3439	0.578656586216924
TRIM66	10353	0.504877813194243
TRIM68	3311	0.516762307459982
TRIM69	1901	0.460810099947396
TRIM7	6806	0.561563326476638
TRIM71	3138	0.603887826641173
TRIM72	2079	0.660894660894661
TRIM8	2921	0.59808284833961
TRIM9	8130	0.490651906519065
TRIO	17515	0.505852126748501
TRIOBP	4931	0.563982964915839
TRIP10	3181	0.607984910405533
TRIP11	7283	0.398324866126596
TRIP12	9423	0.427464713997665
TRIP13	3378	0.466844286560095
TRIP4	2045	0.453789731051345
TRIP6	3258	0.59914057704113
TRIQK	4470	0.388366890380313
TRIT1	2651	0.449641644662392
TRMT1	2360	0.616525423728814
TRMT10A	4360	0.352293577981651
TRMT10B	2408	0.470099667774086
TRMT10C	1888	0.39989406779661
TRMT11	3205	0.401872074882995
TRMT112	530	0.564150943396226
TRMT12	2339	0.482684908080376
TRMT13	3818	0.335777894185437
TRMT1L	5022	0.382118677817603
TRMT2A	3579	0.631181894383906
TRMT44	6622	0.564935064935065
TRMT5	5166	0.39121176926055
TRMT6	3754	0.413692061800746
TRMT61A	3239	0.647422043840692
TRMT61B	1585	0.455520504731861
TRMU	6917	0.600260228422727
TRNAI6	124	0.516129032258065
TRNAU1AP	4303	0.48594004183128
TRNT1	5006	0.42489013184179
TROAP	2665	0.585365853658537
TROVE2	8651	0.343544098948099
TRPA1	5357	0.387343662497667
TRPC1	4896	0.389297385620915
TRPC2	3707	0.576476935527381
TRPC3	4358	0.471087654887563
TRPC4	4077	0.464557272504292
TRPC4AP	3192	0.541040100250627
TRPC6	4612	0.436686903729402
TRPM1	5704	0.467917251051893
TRPM2	6705	0.619985085756898
TRPM3	13946	0.449161049763373
TRPM4	4053	0.635085122131754
TRPM7	7245	0.383712905452036
TRPM8	7784	0.436793422404933
TRPS1	11104	0.407780979827089
TRPT1	918	0.625272331154684
TRPV1	4809	0.561863173216885
TRPV2	3237	0.582638245288848
TRPV3	6124	0.51828870019595
TRPV4	3237	0.605807846771702
TRRAP	13139	0.531090646167897
TRUB1	3596	0.353170189098999
TRUB2	1976	0.553137651821862
TSACC	1111	0.506750675067507
TSC1	9821	0.478769982690154
TSC2	8576	0.614505597014925
TSC22D1	4716	0.480279898218829
TSC22D2	5361	0.519306099608282
TSC22D4	3324	0.644705174488568
TSEN15	2443	0.391322144903807
TSEN15P1	515	0.471844660194175
TSEN2	5426	0.464799115370439
TSEN2P1	1387	0.480173035328046
TSEN34	2677	0.634292118042585
TSEN54	1941	0.627511591962906
TSFM	2539	0.468294604174872
TSG101	1532	0.451044386422977
TSGA10	7284	0.404036243822076
TSGA10IP	1726	0.630359212050985
TSGA13	2183	0.478699038021072
TSHR	4830	0.437267080745342
TSHZ1	6180	0.517313915857605
TSHZ2	7174	0.461527739057708
TSHZ3	5115	0.50811339198436
TSKS	1896	0.628691983122363
TSKU	2709	0.619047619047619
TSLP	3866	0.440506983962752
TSN	4409	0.425493309140395
TSNARE1	4060	0.63128078817734
TSNAX	6263	0.363404119431582
TSNAXIP1	2755	0.556442831215971
TSPAN1	2366	0.534234995773457
TSPAN10	1613	0.688158710477371
TSPAN11	5562	0.574613448399856
TSPAN12	3366	0.427510398098633
TSPAN13	2224	0.444244604316547
TSPAN14	7391	0.545663644973617
TSPAN15	2646	0.579365079365079
TSPAN17	4757	0.593020811435779
TSPAN18	4499	0.553011780395643
TSPAN3	3854	0.488842760768033
TSPAN31	1802	0.480022197558269
TSPAN32	3652	0.641292442497262
TSPAN33	2298	0.526109660574413
TSPAN4	1858	0.674381054897739
TSPAN5	7430	0.45814266487214
TSPAN9	4974	0.578407720144753
TSPEAR	4062	0.588380108321024
TSPEAR-AS1	1315	0.593916349809886
TSPO	1455	0.645360824742268
TSPO2	988	0.560728744939271
TSPY26P	669	0.599402092675635
TSPYL1	3537	0.482329657902177
TSPYL4	4111	0.47968864023352
TSPYL5	4460	0.497982062780269
TSR1	3724	0.528464017185822
TSR3	1043	0.692233940556088
TSSC1	5775	0.531774891774892
TSSC1-IT1	718	0.474930362116992
TSSC4	2385	0.644444444444444
TSSK4	1487	0.5137861466039
TSSK6	2214	0.622402890695574
TST	1909	0.647983237297014
TSTA3	2197	0.631770596267638
TSTD1	1127	0.581188997338066
TSTD2	4750	0.468210526315789
TSTD3	663	0.322775263951735
TTBK1	7699	0.649434991557345
TTBK2	6927	0.474664356864443
TTC1	1906	0.43389296956978
TTC12	4984	0.49699036918138
TTC13	4212	0.427350427350427
TTC14	7384	0.358748645720477
TTC17	3757	0.463933989885547
TTC18	7224	0.418881506090808
TTC19	5168	0.446787925696594
TTC21A	7516	0.517695582756786
TTC21B	7014	0.399914456800684
TTC21B-AS1	2034	0.367748279252704
TTC22	6055	0.56729975227085
TTC23	5806	0.457974509128488
TTC23L	4284	0.426237161531279
TTC24	3137	0.576028052279248
TTC25	2282	0.499561787905346
TTC26	5001	0.397320535892821
TTC27	3185	0.435478806907378
TTC28	11708	0.505807994533652
TTC28-AS1	9729	0.502621029910577
TTC3	15736	0.39844941535333
TTC30A	4163	0.399471534950757
TTC30B	581	0.44578313253012
TTC31	4944	0.534789644012945
TTC32	1986	0.423464249748238
TTC33	2614	0.346595256312165
TTC34	2300	0.63695652173913
TTC36	764	0.678010471204188
TTC37	8092	0.370489372219476
TTC38	3578	0.564561207378424
TTC39A	9082	0.539748953974895
TTC39B	4737	0.425585813806206
TTC39C	5498	0.440523826846126
TTC39CP1	736	0.379076086956522
TTC3-AS1	996	0.410642570281124
TTC4	1678	0.538736591179976
TTC40	10699	0.573044209739228
TTC4P1	919	0.449401523394995
TTC5	1859	0.49757934373319
TTC7A	6796	0.568864037669217
TTC7B	3454	0.530399536768964
TTC8	2469	0.426488456865128
TTC9	5217	0.485719762315507
TTC9B	843	0.673784104389087
TTC9C	1512	0.507275132275132
TTF1	3125	0.43584
TTF2	6251	0.448728203487442
TTI1	4122	0.491508976225133
TTI2	3149	0.481422673864719
TTK	4579	0.409914828565189
TTL	6643	0.473280144513021
TTLL1	1543	0.53402462734932
TTLL11	3535	0.572842998585573
TTLL11-IT1	1052	0.479087452471483
TTLL12	4622	0.61012548680225
TTLL13	2878	0.537178596247394
TTLL3	7774	0.53833290455364
TTLL4	7685	0.513597918022121
TTLL5	5016	0.467304625199362
TTLL6	5088	0.498034591194969
TTLL7	10550	0.365402843601896
TTLL8	2707	0.608792020687107
TTLL9	6329	0.49407489334808
TTN	110501	0.434891991927675
TTN-AS1	1862	0.381310418904404
TTPAL	7061	0.460699617617901
TTYH1	6969	0.60051657339647
TTYH2	4088	0.568982387475538
TTYH3	6129	0.649208680045684
TUB	6544	0.518337408312958
TUBA1A	1663	0.513529765484065
TUBA1B	1749	0.546598056032018
TUBA1C	1577	0.520608750792644
TUBA3D	1598	0.577596996245307
TUBA4A	3340	0.592215568862275
TUBA4B	480	0.583333333333333
TUBA8	1393	0.5908111988514
TUBAL3	1804	0.500554323725055
TUBAP	1352	0.482248520710059
TUBB1	2197	0.52753755120619
TUBB2A	1541	0.565217391304348
TUBB2B	1893	0.572636027469625
TUBB3	2756	0.628084179970972
TUBB3P1	1225	0.590204081632653
TUBB3P2	232	0.517241379310345
TUBB4A	2199	0.607094133697135
TUBB4B	1513	0.603436880370126
TUBB4BP2	768	0.53515625
TUBB6	1891	0.601269169751454
TUBB8P1	727	0.524071526822558
TUBB8P11	709	0.558533145275035
TUBB8P2	495	0.525252525252525
TUBB8P4	1222	0.537643207855974
TUBBP1	1536	0.5390625
TUBBP10	1191	0.52896725440806
TUBBP2	411	0.545012165450122
TUBBP6	1222	0.528641571194763
TUBBP9	992	0.495967741935484
TUBD1	2485	0.406841046277666
TUBE1	2210	0.390497737556561
TUBG1	1606	0.579701120797011
TUBG1P	1358	0.553755522827688
TUBG2	1815	0.591184573002755
TUBGCP2	5700	0.550877192982456
TUBGCP3	5863	0.466825857069759
TUBGCP4	3090	0.488349514563107
TUBGCP5	4133	0.43745463343818
TUBGCP6	7689	0.604239823123943
TUFM	2071	0.576050217286335
TUFT1	3878	0.489427539969056
TUG1	6602	0.422902150863375
TULP2	2240	0.562053571428571
TULP3	2995	0.489816360601002
TULP4	10179	0.491207387759112
TUSC1	2461	0.528240552620886
TUSC2	1897	0.557722720084344
TUSC3	5199	0.38180419311406
TUT1	7676	0.570218863991662
TVP23A	3638	0.527762506871908
TVP23B	4862	0.408473879062114
TVP23C	4508	0.427684117125111
TVP23CP1	639	0.431924882629108
TWF1	3121	0.369753284203781
TWF1P1	1050	0.393333333333333
TWF2	1262	0.634706814580032
TWISTNB	3997	0.373530147610708
TWSG1	3756	0.355431309904153
TXK	3472	0.413594470046083
TXLNA	5103	0.539094650205761
TXLNB	4937	0.433259064209034
TXN	1142	0.413309982486865
TXN2	2050	0.554146341463415
TXNDC11	4047	0.531257721769212
TXNDC12	3030	0.456105610561056
TXNDC15	5406	0.438216796152423
TXNDC16	4563	0.378479070786763
TXNDC17	822	0.476885644768856
TXNDC5	1729	0.553499132446501
TXNDC8	2162	0.396854764107308
TXNDC9	2642	0.38001514004542
TXNIP	3626	0.430777716492002
TXNL1	6938	0.384260593831075
TXNL1P1	554	0.337545126353791
TXNL4A	1404	0.527065527065527
TXNL4B	2743	0.481589500546847
TXNP3	304	0.417763157894737
TXNP5	279	0.422939068100358
TXNP6	310	0.412903225806452
TXNRD1	4574	0.458460865763008
TXNRD2	7227	0.569530925695309
TXNRD3	2846	0.477160927617709
TYK2	3971	0.614706623016872
TYMP	2858	0.617214835549335
TYMS	1339	0.495145631067961
TYRO3	3959	0.598130841121495
TYROBP	557	0.603231597845601
TYSND1	4597	0.589079834674788
TYW1	4089	0.458058204940083
TYW3	4050	0.359753086419753
TYW5	10152	0.375591016548463
U1	2265	0.599116997792494
U2AF1	11112	0.43304535637149
U2AF1L4	1227	0.546047269763651
U2AF2	3130	0.613099041533546
U2SURP	10918	0.359314892837516
U3	203	0.45320197044335
U51244.2	374	0.414438502673797
U73166.2	171	0.596491228070175
U73169.1	114	0.535087719298246
UACA	7310	0.382079343365253
UAP1	3407	0.423833284414441
UAP1L1	5283	0.622373651334469
UBA2	2662	0.421111945905334
UBA3	4001	0.387153211697076
UBA5	5706	0.356466876971609
UBA52	2810	0.512099644128114
UBA52P3	387	0.529715762273902
UBA52P5	211	0.57345971563981
UBA52P6	382	0.526178010471204
UBA52P7	380	0.513157894736842
UBA52P8	384	0.526041666666667
UBA6	8323	0.346749969962754
UBA6-AS1	4779	0.438376229336681
UBA7	4545	0.584378437843784
UBAC1	2979	0.562604900973481
UBAC2	4519	0.520690418234123
UBAC2-AS1	1706	0.481828839390387
UBALD1	927	0.689320388349515
UBALD2	1583	0.636765634870499
UBAP1	2621	0.5154521175124
UBAP1L	7377	0.524332384438118
UBAP2	10553	0.443191509523358
UBAP2L	7376	0.485493492407809
UBASH3A	3564	0.54040404040404
UBASH3B	6900	0.430869565217391
UBB	1277	0.543461237274863
UBBP1	473	0.536997885835095
UBBP2	231	0.515151515151515
UBBP3	241	0.493775933609959
UBC	2572	0.54199066874028
UBE2B	3291	0.40139775144333
UBE2C	1641	0.5551492992078
UBE2CP3	450	0.531111111111111
UBE2D1	1885	0.377718832891247
UBE2D2	4012	0.465852442671984
UBE2D3	9891	0.399454049135578
UBE2D3P1	444	0.418918918918919
UBE2D3P2	445	0.41123595505618
UBE2D4	1426	0.509817671809257
UBE2E1	3074	0.460962914769031
UBE2E1-AS1	778	0.383033419023136
UBE2E2	3272	0.442542787286064
UBE2E3	2713	0.510504976041283
UBE2F	4247	0.470920649870497
UBE2FP1	447	0.407158836689038
UBE2FP3	524	0.377862595419847
UBE2G1	4208	0.422528517110266
UBE2G2	6599	0.457645097742082
UBE2H	6392	0.447434292866083
UBE2HP1	360	0.461111111111111
UBE2I	5945	0.596467619848612
UBE2J1	2935	0.349914821124361
UBE2J2	4712	0.584252971137521
UBE2K	5245	0.36835081029552
UBE2L2	465	0.453763440860215
UBE2L3	3634	0.543753439735828
UBE2L6	1392	0.565373563218391
UBE2M	1523	0.657255416940249
UBE2N	2556	0.433881064162754
UBE2O	5354	0.589279043705641
UBE2Q1	4110	0.520924574209246
UBE2Q1-AS1	381	0.511811023622047
UBE2Q2	3576	0.447706935123042
UBE2Q2P1	2801	0.541949303820064
UBE2Q2P10	950	0.381052631578947
UBE2Q2P9	202	0.514851485148515
UBE2QL1	4317	0.497336113041464
UBE2R2	4075	0.463558282208589
UBE2S	1189	0.660218671152229
UBE2SP1	669	0.645739910313901
UBE2SP2	499	0.647294589178357
UBE2T	1065	0.437558685446009
UBE2U	1838	0.405875952121872
UBE2V1	2680	0.450373134328358
UBE2V1P12	474	0.329113924050633
UBE2V1P2	445	0.431460674157303
UBE2V2	5849	0.371687467943238
UBE2V2P3	437	0.389016018306636
UBE2W	9150	0.355191256830601
UBE2WP1	340	0.388235294117647
UBE2Z	5755	0.486185925282363
UBE3A	5070	0.408678500986193
UBE3AP2	2259	0.388667552014166
UBE3B	6000	0.520333333333333
UBE3C	9218	0.456606639184205
UBE3D	6405	0.388134270101483
UBE4A	6118	0.413206930369402
UBE4B	9161	0.458028599497871
UBFD1	5230	0.497323135755258
UBIAD1	4998	0.521808723489396
UBL3	4411	0.408070732260258
UBL5	519	0.533718689788054
UBL5P1	172	0.476744186046512
UBL7	1431	0.586303284416492
UBL7-AS1	1296	0.505401234567901
UBLCP1	2672	0.364520958083832
UBN1	6636	0.522754671488849
UBN2	16406	0.402048031208095
UBOX5	4293	0.550197996738877
UBOX5-AS1	1714	0.529171528588098
UBP1	9810	0.444750254841998
UBQLN1	4118	0.443904808159301
UBQLN4	3878	0.558535327488396
UBQLN4P1	1801	0.600777345918934
UBQLNL	2313	0.507565931690445
UBR1	7761	0.399433062749646
UBR2	8898	0.418296246347494
UBR3	10160	0.385433070866142
UBR4	24696	0.499959507612569
UBR5	15589	0.421258579767785
UBR7	3627	0.452164323132065
UBTD1	1706	0.664712778429074
UBTD2	3301	0.437140260527113
UBTF	4825	0.549430051813471
UBTFL8	2112	0.510416666666667
UBXN1	1444	0.57617728531856
UBXN10	5571	0.467420570813139
UBXN11	4964	0.588436744560838
UBXN2A	6880	0.434883720930233
UBXN2B	5390	0.393320964749536
UBXN4	5112	0.395539906103286
UBXN6	1890	0.623809523809524
UBXN7	11065	0.401536375960235
UBXN7-AS1	238	0.642857142857143
UBXN8	2738	0.447041636230825
UCHL1	2147	0.55985095482068
UCHL3	1251	0.445243804956035
UCHL5	2654	0.385455915599096
UCK1	2682	0.58165548098434
UCK2	6594	0.505611161662117
UCKL1	2888	0.616689750692521
UCMA	826	0.535108958837772
UCN	755	0.686092715231788
UCP2	1646	0.571081409477521
UCP3	3478	0.514376078205865
UEVLD	2167	0.394554683894785
UFC1	1943	0.470921255790015
UFD1L	8648	0.475485661424607
UFL1	4392	0.369535519125683
UFM1	3766	0.345724907063197
UFSP1	994	0.669014084507042
UFSP2	1872	0.413461538461538
UGCG	4615	0.397183098591549
UGDH	3752	0.434168443496802
UGDH-AS1	2494	0.401764234161989
UGGT1	11349	0.44849766499251
UGGT2	6687	0.360400777628234
UGP2	6498	0.419821483533395
UGT1A4	910	0.520879120879121
UGT2B17	2077	0.385652383245065
UGT2B7	2259	0.415227976980965
UGT3A1	7100	0.440140845070423
UGT8	4699	0.41349223238987
UHMK1	9143	0.373072295745379
UHRF1	4219	0.55605593742593
UHRF1BP1	9817	0.470917795660589
UHRF1BP1L	5433	0.385790539296889
UHRF2	9919	0.390462748260913
UIMC1	4852	0.475474031327288
ULBP1	3140	0.426433121019108
ULBP3	1302	0.554531490015361
ULK1	5211	0.640759930915371
ULK2	6074	0.468225222258808
ULK3	2951	0.59234157912572
ULK4	6579	0.45812433500532
UMOD	2414	0.58119304059652
UMODL1	6539	0.570423612173115
UMPS	3499	0.450700200057159
UNC119	4861	0.567167249537132
UNC119B	4811	0.511743920182914
UNC13A	10486	0.557123784093077
UNC13B	6630	0.508748114630468
UNC13C	8140	0.394226044226044
UNC13D	4389	0.633401686033265
UNC45A	6211	0.585895990983739
UNC50	2230	0.478923766816144
UNC5A	4329	0.649110649110649
UNC5B	6841	0.601812600497003
UNC5B-AS1	673	0.612184249628529
UNC5CL	2239	0.571237159446181
UNC79	8718	0.477747189722413
UNC80	19616	0.446727161500816
UNC93A	2699	0.502778806965543
UNC93B1	2313	0.654128837008214
UNC93B5	702	0.66951566951567
UNG	2266	0.518093556928508
UNK	3811	0.593282602991341
UNKL	3426	0.637478108581436
UPB1	6408	0.51498127340824
UPF1	5487	0.603608529250957
UPF2	5913	0.414510400811771
UPF3A	3092	0.473479948253558
UPF3AP1	1133	0.502206531332745
UPF3AP2	1127	0.506654835847382
UPF3AP3	765	0.524183006535948
UPK1A	1063	0.569143932267168
UPK1B	2233	0.45051500223914
UPK2	915	0.594535519125683
UPK3A	1051	0.603235014272122
UPK3B	1369	0.651570489408327
UPP1	4640	0.513362068965517
UQCC1	6797	0.477416507282625
UQCC2	507	0.55818540433925
UQCR10	975	0.485128205128205
UQCR11	1257	0.529832935560859
UQCRB	9580	0.379853862212944
UQCRBP2	297	0.410774410774411
UQCRC1	3236	0.583436341161928
UQCRC2	2615	0.455449330783939
UQCRC2P1	1332	0.418918918918919
UQCRFS1	1224	0.504901960784314
UQCRFS1P1	820	0.539024390243902
UQCRH	1408	0.477272727272727
UQCRQ	1186	0.476391231028668
URB1	10618	0.523639103409305
URB2	6001	0.488085319113481
URGCP	7844	0.514660887302397
URI1	2540	0.452755905511811
URM1	3130	0.556230031948882
UROD	2908	0.521320495185695
UROS	4156	0.521414821944177
USB1	2366	0.546914623837701
USE1	870	0.582758620689655
USF1	2321	0.528220594571305
USF1P1	527	0.546489563567362
USF2	1709	0.633703920421299
USH2A	20258	0.430447230723665
USHBP1	2560	0.622265625
USMG5	731	0.441860465116279
USO1	5137	0.382713646096944
USP1	4263	0.420361247947455
USP10	3397	0.472475713865175
USP12	4542	0.387274328489652
USP12-AS1	268	0.455223880597015
USP12-AS2	279	0.562724014336918
USP13	8440	0.445023696682464
USP14	4159	0.396008655926905
USP15	4751	0.362029046516523
USP16	5694	0.383386020372322
USP18	2129	0.515735086895256
USP19	5731	0.589600418775083
USP2	4081	0.579269786816957
USP20	5422	0.605311693102176
USP21	3764	0.546758767268863
USP22	6144	0.537760416666667
USP24	11961	0.437839645514589
USP25	7792	0.3810318275154
USP28	4631	0.433167782336428
USP2-AS1	3997	0.502877157868401
USP3	2178	0.444903581267218
USP30	5204	0.475787855495772
USP31	11670	0.450985432733505
USP32	7063	0.430836754920006
USP33	6246	0.377361511367275
USP34	17232	0.385329619312906
USP35	4201	0.611997143537253
USP36	5403	0.571349250416435
USP37	6245	0.408967173738991
USP38	7787	0.395402594067035
USP39	3722	0.50107469102633
USP4	6580	0.501823708206687
USP40	9353	0.43526141345023
USP42	7072	0.5
USP43	4172	0.564477468839885
USP45	7920	0.372727272727273
USP46	8963	0.415374316635055
USP46-AS1	1048	0.472328244274809
USP47	8114	0.412989894010352
USP48	9030	0.410741971207087
USP49	6505	0.4771714066103
USP5	3188	0.577791718946048
USP53	11892	0.359569458459469
USP54	8853	0.481983508415226
USP6	10049	0.489003880983182
USP6NL	4600	0.423478260869565
USP7	5559	0.458355819391977
USP8	5646	0.390010626992561
USPL1	3904	0.413934426229508
UST	4560	0.455263157894737
UTF1	1157	0.767502160760588
UTP11L	3385	0.418611521418021
UTP15	4669	0.396230456200471
UTP18	2864	0.426675977653631
UTP20	9010	0.422974472807991
UTP23	4618	0.362927674317887
UTP3	2072	0.448359073359073
UTP6	5741	0.430587005748128
UTRN	14627	0.432966431940931
UTS2B	3375	0.414222222222222
UTS2R	1310	0.723664122137405
UVRAG	5166	0.462059620596206
UVSSA	7830	0.585951468710089
UXS1	7023	0.47216289335042
VAC14	3179	0.585718779490406
VAC14-AS1	2081	0.493512734262374
VAMP1	3279	0.535224153705398
VAMP2	3268	0.556303549571603
VAMP3	2586	0.436194895591647
VAMP4	4986	0.340152426795026
VAMP5	819	0.595848595848596
VAMP8	990	0.547474747474747
VANGL1	9062	0.456852791878173
VANGL2	5340	0.535955056179775
VAPA	6950	0.372374100719424
VAPB	10612	0.438748586505842
VASH1	5097	0.59211300765156
VASH2	6963	0.456556082148499
VASN	2806	0.662152530292231
VASP	2286	0.594488188976378
VAT1	2758	0.59173313995649
VAT1L	3768	0.48036093418259
Vault	98	0.520408163265306
VAV1	2888	0.565789473684211
VAV2	5699	0.574486752061765
VAV3	6594	0.43130118289354
VAX1	5070	0.514003944773176
VCAM1	3094	0.414996767937944
VCAN	13975	0.417388193202147
VCAN-AS1	615	0.36260162601626
VCL	5707	0.480637813211845
VCP	5438	0.525009194556822
VCPIP1	9942	0.385737276201971
VCPKMT	1912	0.405334728033473
VDAC1	3164	0.511061946902655
VDAC1P11	844	0.463270142180095
VDAC1P4	835	0.474251497005988
VDAC1P7	862	0.516241299303944
VDAC1P8	751	0.479360852197071
VDAC1P9	841	0.431629013079667
VDAC2	2827	0.450654403961797
VDAC3	3145	0.413036565977742
VDR	4754	0.541018090029449
VEGFA	14431	0.556233109278636
VEGFB	1117	0.62041181736795
VEGFC	2423	0.497317375154767
VEPH1	6373	0.423505413463047
VEZF1	4633	0.422404489531621
VEZF1P1	1541	0.498377676833225
VEZT	5778	0.368639667705088
VGF	2704	0.699334319526627
VGLL2	2231	0.55356342447333
VGLL4	4743	0.531520134935695
VHL	3824	0.484832635983264
VHLL	580	0.548275862068966
VIL1	3875	0.531870967741935
VILL	6476	0.596819024088944
VIM	4346	0.514265991716521
VIM-AS1	1351	0.370836417468542
VIMP	1234	0.49837925445705
VIMP1	1300	0.476153846153846
VIPAS39	2791	0.490146900752419
VIPR1	7347	0.56363141418266
VIPR2	3332	0.591836734693878
VIT	3716	0.468783638320775
VKORC1	2191	0.580100410771337
VKORC1L1	5879	0.426262969892839
VLDLR	3641	0.467453996154903
VMAC	2238	0.567024128686327
VMO1	805	0.634782608695652
VMP1	2047	0.425012212994626
VN1R1	1313	0.410510281797411
VN1R108P	830	0.430120481927711
VN1R40P	941	0.40913921360255
VN1R42P	344	0.383720930232558
VN1R5	1074	0.424581005586592
VN1R64P	936	0.473290598290598
VN2R17P	956	0.532426778242678
VNN1	3106	0.396973599484868
VNN2	2006	0.423728813559322
VOPP1	5316	0.546839729119639
VPRBP	4688	0.485921501706485
VPREB3	659	0.57814871016692
VPS11	2957	0.539059857964153
VPS13A	18703	0.35988878789499
VPS13A-AS1	341	0.6158357771261
VPS13B	16735	0.424021511801613
VPS13C	13633	0.387955695738282
VPS13D	20021	0.455122121772139
VPS16	2806	0.576621525302922
VPS18	3896	0.605749486652977
VPS25	1100	0.545454545454545
VPS25P1	523	0.506692160611855
VPS26A	3565	0.396633941093969
VPS26AP1	979	0.353421859039837
VPS26B	3667	0.561494409599127
VPS26BP1	755	0.349668874172185
VPS28	1062	0.629001883239171
VPS29	1114	0.37342908438061
VPS33A	2601	0.480968858131488
VPS33B	2767	0.518250813155042
VPS35	4943	0.407849484118956
VPS36	5654	0.394941634241245
VPS37A	6012	0.375582168995343
VPS37B	2742	0.592997811816193
VPS37C	2690	0.590706319702602
VPS37D	1626	0.686346863468635
VPS39	4877	0.513840475702276
VPS41	7803	0.400486992182494
VPS45	6177	0.395337542496357
VPS4A	2189	0.571037003197807
VPS4B	3321	0.392351701294791
VPS51	2510	0.654183266932271
VPS53	11211	0.504861296940505
VPS54	4582	0.395242252291576
VPS72	3223	0.505739993794601
VPS8	6079	0.387563744036848
VPS9D1	2933	0.642345721104671
VRK1	1702	0.393654524089307
VRK2	3061	0.453773276706958
VRK3	2120	0.554245283018868
VRTN	3413	0.59185467330794
VSIG10	5003	0.48490905456726
VSIG10L	1311	0.66742944317315
VSIG2	1432	0.583798882681564
VSIG8	1548	0.624677002583979
VSNL1	3834	0.44131455399061
VSTM2B	858	0.678321678321678
VSTM2L	1966	0.668362156663276
VSTM4	4307	0.466914325516601
VSX2	2988	0.582329317269076
VTA1	3486	0.364314400458979
VTI1A	8408	0.438867745004757
VTI1B	944	0.588983050847458
VTI1BP1	700	0.492857142857143
VTI1BP2	696	0.504310344827586
VTN	2688	0.580729166666667
VTRNA1-2	89	0.550561797752809
VTRNA1-3	89	0.606741573033708
VWA1	5065	0.668311944718657
VWA3A	4721	0.51302690108028
VWA3B	8456	0.466769157994324
VWA5A	4068	0.464110127826942
